Name,StockNum,Date,Open,High,Low,Close,Volume,L_score,S_score
大同,2371,2016/11/25,9.4,9.53,9.35,9.53,16823000,0,0
大同,2371,2016/11/26,0,0,0,0,0,0,0
大同,2371,2016/11/27,0,0,0,0,0,0,0
大同,2371,2016/11/28,9.62,9.72,9.53,9.53,13483000,0,0
大同,2371,2016/11/29,9.55,9.68,9.49,9.65,14874000,0,0
大同,2371,2016/11/30,9.67,9.89,9.65,9.84,25922000,0,0
大同,2371,2016/12/1,9.85,9.89,9.68,9.81,21614000,0,0
大同,2371,2016/12/2,9.78,9.8,9.67,9.67,15154000,0,0
大同,2371,2016/12/3,0,0,0,0,0,0,0
大同,2371,2016/12/4,0,0,0,0,0,0,0
大同,2371,2016/12/5,9.67,9.72,9.4,9.45,13628000,0,0
大同,2371,2016/12/6,9.52,9.56,9.39,9.41,10240000,0,0
大同,2371,2016/12/7,9.43,9.55,9.43,9.5,9019000,0,0
大同,2371,2016/12/8,9.54,9.56,9.45,9.45,8450000,0,0
大同,2371,2016/12/9,9.46,9.5,9.15,9.19,13374000,0,0
大同,2371,2016/12/10,0,0,0,0,0,0,0
大同,2371,2016/12/11,0,0,0,0,0,0,0
大同,2371,2016/12/12,9.19,9.24,9.01,9.01,14503000,0,0
大同,2371,2016/12/13,9.04,9.27,9.01,9.25,9909000,0,0
大同,2371,2016/12/14,9.25,9.29,9.18,9.19,7306000,0,0
大同,2371,2016/12/15,9.15,9.17,9.11,9.11,7040000,0,0
大同,2371,2016/12/16,9.08,9.27,9.05,9.05,14054000,0,0
大同,2371,2016/12/17,0,0,0,0,0,0,0
大同,2371,2016/12/18,0,0,0,0,0,0,0
大同,2371,2016/12/19,9.09,9.14,8.77,8.77,15153000,0,0
大同,2371,2016/12/20,8.8,9.39,8.7,9.36,30145000,0,0
大同,2371,2016/12/21,9.33,9.74,9.31,9.63,35480000,0,0
大同,2371,2016/12/22,9.55,9.68,9.45,9.45,15659000,0,0
大同,2371,2016/12/23,9.42,9.51,9.3,9.44,10291000,0,0
大同,2371,2016/12/24,0,0,0,0,0,0,0
大同,2371,2016/12/25,0,0,0,0,0,0,0
大同,2371,2016/12/26,9.44,9.48,9.33,9.43,5083000,0,0
大同,2371,2016/12/27,9.43,9.53,9.37,9.48,6171000,0,0
大同,2371,2016/12/28,9.48,9.55,9.45,9.47,5613000,0,0
大同,2371,2016/12/29,9.47,9.52,9.41,9.52,6307000,0,0
大同,2371,2016/12/30,9.48,9.54,9.47,9.54,5392000,0,0
大同,2371,2016/12/31,0,0,0,0,0,0,0
大同,2371,2017/1/1,0,0,0,0,0,0,0
大同,2371,2017/1/2,0,0,0,0,0,0,0
大同,2371,2017/1/3,9.54,9.61,9.51,9.61,8256000,0,0
大同,2371,2017/1/4,9.52,9.62,9.52,9.6,5912000,0,0
大同,2371,2017/1/5,9.59,9.62,9.52,9.6,5856000,0,0
大同,2371,2017/1/6,9.58,9.65,9.54,9.65,5133000,0,0
大同,2371,2017/1/7,0,0,0,0,0,0,0
大同,2371,2017/1/8,0,0,0,0,0,0,0
大同,2371,2017/1/9,9.64,9.7,9.6,9.7,8155000,0,0
大同,2371,2017/1/10,9.69,10.65,9.68,10.65,90870000,0,0
大同,2371,2017/1/11,10.65,11.7,10.5,11.7,137785000,0,0
大同,2371,2017/1/12,11.8,12.8,11.65,12.3,166573000,0,0
大同,2371,2017/1/13,12.3,12.7,12.15,12.3,78942000,0,0
大同,2371,2017/1/14,0,0,0,0,0,0,0
大同,2371,2017/1/15,0,0,0,0,0,0,0
大同,2371,2017/1/16,12.3,13.15,12.3,13.1,98525000,0,0
大同,2371,2017/1/17,13.25,13.5,12.5,12.95,140753000,0,0
大同,2371,2017/1/18,13.25,14,12.95,13.75,100776000,0,0
大同,2371,2017/1/19,13.6,14.35,13.55,14.05,88270000,48,0
大同,2371,2017/1/20,14.05,14.25,13.85,13.9,48730000,0,0
大同,2371,2017/1/21,0,0,0,0,0,0,0
大同,2371,2017/1/22,0,0,0,0,0,0,0
大同,2371,2017/1/23,14.1,15.25,13.9,15.25,91211000,0,0
大同,2371,2017/1/24,15.5,16.75,15.4,16.75,143757000,0,0
大同,2371,2017/1/25,0,0,0,0,0,0,0
大同,2371,2017/1/26,0,0,0,0,0,0,0
大同,2371,2017/1/27,0,0,0,0,0,0,0
大同,2371,2017/1/28,0,0,0,0,0,0,0
大同,2371,2017/1/29,0,0,0,0,0,0,0
大同,2371,2017/1/30,0,0,0,0,0,0,0
大同,2371,2017/1/31,0,0,0,0,0,0,0
大同,2371,2017/2/1,0,0,0,0,0,0,0
大同,2371,2017/2/2,17.5,18.4,17.5,18.35,95571000,87,0
大同,2371,2017/2/3,18.85,19.85,16.65,16.95,217077000,0,0
大同,2371,2017/2/4,0,0,0,0,0,0,0
大同,2371,2017/2/5,0,0,0,0,0,0,0
大同,2371,2017/2/6,17.5,18.1,17.25,17.9,123878000,0,0
大同,2371,2017/2/7,18.4,18.6,17.6,17.95,98100000,0,0
大同,2371,2017/2/8,18.2,18.4,17.85,17.95,55890000,0,0
大同,2371,2017/2/9,18.2,19.7,17.7,19.7,118149000,39,0
大同,2371,2017/2/10,20.4,20.65,18.6,18.6,144647000,56,0
大同,2371,2017/2/11,0,0,0,0,0,0,0
大同,2371,2017/2/12,0,0,0,0,0,0,0
大同,2371,2017/2/13,18.75,18.9,17.5,18.5,92266000,0,0
大同,2371,2017/2/14,18.45,18.6,17.65,17.65,48038000,0,0
